client_id,client_type,city,join_date,trade_id,trade_date,segment,trade_amount,account_status
24,Retail,Mumbai,2024-09-17,6423,2024-10-28,F&O,404461.37,Inactive
25,Retail,Bangalore,2024-06-17,238,2023-01-16,Equity,453301.15,Active
25,Retail,Bangalore,2024-06-17,1780,2023-10-19,Equity,208944.92,Active
25,Retail,Bangalore,2024-06-17,4070,2023-02-02,Currency,116282.06,Active
25,Retail,Bangalore,2024-06-17,5137,2024-05-20,Equity,354397.21,Active
25,Retail,Bangalore,2024-06-17,7286,2024-04-09,Equity,37890.25,Active
25,Retail,Bangalore,2024-06-17,8150,2024-03-16,Equity,209550.92,Active
25,Retail,Bangalore,2024-06-17,8274,2024-12-01,Commodity,287851.80,Active
25,Retail,Bangalore,2024-06-17,9728,2023-07-06,Currency,21306.69,Active
26,HNI,Pune,2024-05-07,1239,2023-08-18,Currency,337906.05,Active
26,HNI,Pune,2024-05-07,1292,2023-01-30,Currency,364063.64,Active
26,HNI,Pune,2024-05-07,2924,2024-12-14,F&O,402134.31,Active
26,HNI,Pune,2024-05-07,5557,2024-01-20,Currency,401635.89,Active
26,HNI,Pune,2024-05-07,6306,2023-03-23,Equity,357207.30,Active
26,HNI,Pune,2024-05-07,6504,2024-09-11,F&O,403307.43,Active
26,HNI,Pune,2024-05-07,6788,2024-06-05,Equity,417186.16,Active
26,HNI,Pune,2024-05-07,7498,2023-10-09,Equity,147641.65,Active
26,HNI,Pune,2024-05-07,9946,2024-07-21,Equity,287399.14,Active
27,Retail,Delhi,2024-03-14,1293,2024-01-12,Commodity,38616.74,Inactive
27,Retail,Delhi,2024-03-14,6568,2024-10-13,Equity,325366.81,Inactive
27,Retail,Delhi,2024-03-14,6684,2024-10-31,Equity,189847.20,Inactive
27,Retail,Delhi,2024-03-14,7106,2023-06-11,F&O,390642.83,Inactive
27,Retail,Delhi,2024-03-14,8592,2024-09-18,Currency,201132.75,Inactive
28,Retail,Bangalore,2023-05-05,4344,2023-01-02,F&O,282238.86,Active
28,Retail,Bangalore,2023-05-05,6817,2023-06-04,Equity,302325.42,Active
28,Retail,Bangalore,2023-05-05,9700,2023-02-11,Equity,218302.57,Active
28,Retail,Bangalore,2023-05-05,9973,2023-02-09,Equity,222316.42,Active
29,Retail,Chennai,2024-07-26,716,2024-09-11,Equity,198639.86,Active
29,Retail,Chennai,2024-07-26,1428,2023-07-08,Commodity,115680.39,Active
29,Retail,Chennai,2024-07-26,1446,2023-02-03,Commodity,419921.51,Active
29,Retail,Chennai,2024-07-26,2584,2024-07-25,Equity,380375.35,Active
29,Retail,Chennai,2024-07-26,5351,2023-02-17,Equity,52672.92,Active
29,Retail,Chennai,2024-07-26,5520,2023-06-30,Commodity,236137.96,Active
29,Retail,Chennai,2024-07-26,8712,2023-08-27,F&O,122776.23,Active
29,Retail,Chennai,2024-07-26,9385,2023-08-17,Equity,291756.26,Active
30,Retail,Hyderabad,2024-04-23,3781,2024-12-23,Equity,230575.93,Active
30,Retail,Hyderabad,2024-04-23,8354,2024-03-07,Equity,252383.94,Active
31,Retail,Delhi,2022-09-24,839,2023-09-09,Currency,136276.38,Active
31,Retail,Delhi,2022-09-24,1212,2023-01-23,Equity,100065.82,Active
31,Retail,Delhi,2022-09-24,1536,2024-10-21,Currency,210794.05,Active
31,Retail,Delhi,2022-09-24,5110,2023-09-15,Equity,451107.63,Active
31,Retail,Delhi,2022-09-24,8337,2024-05-17,F&O,265850.21,Active
32,Retail,Delhi,2022-02-23,1104,2024-02-27,Equity,10156.59,Active
32,Retail,Delhi,2022-02-23,4167,2024-03-22,Currency,407234.41,Active
32,Retail,Delhi,2022-02-23,6328,2023-09-07,Equity,180139.96,Active
32,Retail,Delhi,2022-02-23,9212,2024-05-06,Equity,428145.58,Active
33,Retail,Chennai,2023-06-12,3484,2024-10-04,Currency,96999.21,Active
33,Retail,Chennai,2023-06-12,4733,2023-05-31,F&O,9828.27,Active
34,Institutional,Pune,2023-09-08,7534,2023-04-20,Currency,74953.86,Active
34,Institutional,Pune,2023-09-08,9165,2024-03-11,Equity,409502.45,Active
34,Institutional,Pune,2023-09-08,9295,2023-02-08,Equity,430213.01,Active
35,Institutional,Mumbai,2024-12-18,2551,2024-01-28,Currency,85309.56,Active
35,Institutional,Mumbai,2024-12-18,7914,2024-05-27,Equity,120939.55,Active
35,Institutional,Mumbai,2024-12-18,8710,2023-03-25,Equity,379722.18,Active
35,Institutional,Mumbai,2024-12-18,9351,2023-05-18,Equity,351574.94,Active
36,HNI,Hyderabad,2024-11-29,1020,2023-08-17,Commodity,202748.02,Active
36,HNI,Hyderabad,2024-11-29,5327,2024-10-11,Equity,451952.50,Active
36,HNI,Hyderabad,2024-11-29,7999,2024-04-23,Equity,392232.58,Active
36,HNI,Hyderabad,2024-11-29,9762,2024-08-03,F&O,185066.33,Active
37,Retail,Delhi,2024-08-12,141,2023-12-14,Currency,484407.97,Active
37,Retail,Delhi,2024-08-12,3000,2024-08-30,Equity,28734.74,Active
37,Retail,Delhi,2024-08-12,6053,2023-11-13,Equity,196664.58,Active
38,Retail,Hyderabad,2023-01-21,1557,2023-12-10,Equity,58810.17,Active
38,Retail,Hyderabad,2023-01-21,2158,2024-01-18,F&O,170115.19,Active
38,Retail,Hyderabad,2023-01-21,4069,2023-11-22,Equity,347641.38,Active
38,Retail,Hyderabad,2023-01-21,9432,2023-03-03,F&O,343221.90,Active
39,Retail,Delhi,2024-01-04,1056,2023-11-18,Equity,274425.21,Active
39,Retail,Delhi,2024-01-04,2432,2024-09-17,F&O,332372.11,Active
39,Retail,Delhi,2024-01-04,4744,2024-08-03,F&O,476459.83,Active
39,Retail,Delhi,2024-01-04,9757,2023-06-20,F&O,138278.69,Active
40,Retail,Hyderabad,2023-12-17,573,2024-03-02,F&O,251192.50,Active
40,Retail,Hyderabad,2023-12-17,6122,2023-01-12,Commodity,134831.98,Active
40,Retail,Hyderabad,2023-12-17,7312,2024-01-17,Currency,37703.35,Active
41,Retail,Bangalore,2023-10-12,3543,2023-02-23,Equity,499397.63,Inactive
41,Retail,Bangalore,2023-10-12,4400,2023-04-14,Equity,224933.18,Inactive
41,Retail,Bangalore,2023-10-12,4803,2024-10-13,Equity,314140.71,Inactive
41,Retail,Bangalore,2023-10-12,5223,2023-10-03,Equity,51736.77,Inactive
41,Retail,Bangalore,2023-10-12,9658,2023-11-30,F&O,51552.88,Inactive
42,Retail,Delhi,2022-10-27,168,2023-03-06,F&O,101091.43,Active
42,Retail,Delhi,2022-10-27,289,2024-06-04,F&O,485355.16,Active
42,Retail,Delhi,2022-10-27,2908,2023-03-17,Commodity,3300.36,Active
42,Retail,Delhi,2022-10-27,5627,2023-02-22,Equity,310823.25,Active
42,Retail,Delhi,2022-10-27,5695,2024-02-28,Equity,390942.24,Active
42,Retail,Delhi,2022-10-27,8169,2023-03-28,F&O,36190.50,Active
42,Retail,Delhi,2022-10-27,9383,2024-12-15,Equity,360980.80,Active
43,Retail,Hyderabad,2023-01-30,3171,2023-09-06,Equity,293355.24,Active
43,Retail,Hyderabad,2023-01-30,3425,2024-07-28,Equity,399344.35,Active
43,Retail,Hyderabad,2023-01-30,6921,2024-09-27,F&O,216930.41,Active
44,Institutional,Mumbai,2023-08-16,4423,2023-10-12,F&O,63603.59,Active
44,Institutional,Mumbai,2023-08-16,5098,2023-04-13,Equity,213925.75,Active
44,Institutional,Mumbai,2023-08-16,6749,2023-06-19,Equity,203834.37,Active
44,Institutional,Mumbai,2023-08-16,6880,2024-01-30,Equity,150241.46,Active
44,Institutional,Mumbai,2023-08-16,8003,2023-01-12,Equity,189975.25,Active
44,Institutional,Mumbai,2023-08-16,8749,2024-06-13,Currency,403185.91,Active
45,Retail,Bangalore,2023-05-29,145,2023-03-20,F&O,311786.64,Active
45,Retail,Bangalore,2023-05-29,463,2024-02-05,Equity,58665.84,Active
45,Retail,Bangalore,2023-05-29,2474,2024-06-18,F&O,148071.41,Active
45,Retail,Bangalore,2023-05-29,7096,2024-05-06,Equity,279800.33,Active
46,Retail,Bangalore,2023-01-31,942,2023-07-21,Currency,64461.42,Active
46,Retail,Bangalore,2023-01-31,4127,2024-02-22,Equity,295464.17,Active
46,Retail,Bangalore,2023-01-31,6785,2023-06-17,Currency,258764.10,Active
46,Retail,Bangalore,2023-01-31,7152,2024-10-20,F&O,152061.77,Active
46,Retail,Bangalore,2023-01-31,8825,2024-11-15,F&O,330881.65,Active
46,Retail,Bangalore,2023-01-31,9113,2024-05-13,Equity,271008.93,Active
46,Retail,Bangalore,2023-01-31,9666,2023-06-05,Equity,61931.00,Active
47,Retail,Mumbai,2023-01-06,801,2023-08-02,Equity,8778.20,Active
47,Retail,Mumbai,2023-01-06,1213,2024-12-09,Equity,56050.83,Active
47,Retail,Mumbai,2023-01-06,2316,2024-11-06,Equity,321214.03,Active
47,Retail,Mumbai,2023-01-06,4287,2023-09-25,Currency,373237.44,Active
47,Retail,Mumbai,2023-01-06,4829,2024-09-30,Commodity,438864.54,Active
47,Retail,Mumbai,2023-01-06,7812,2023-04-27,Commodity,357122.42,Active
47,Retail,Mumbai,2023-01-06,9761,2023-10-19,Equity,72211.13,Active
48,Retail,Hyderabad,2024-05-07,NULL,NULL,NULL,NULL,Active
49,Retail,Chennai,2024-03-01,190,2023-01-27,Equity,217040.61,Active
49,Retail,Chennai,2024-03-01,632,2023-10-23,Equity,408702.85,Active
49,Retail,Chennai,2024-03-01,773,2023-01-22,F&O,462477.93,Active
49,Retail,Chennai,2024-03-01,994,2023-03-20,Equity,51461.29,Active
49,Retail,Chennai,2024-03-01,2529,2024-02-12,Equity,50063.51,Active
49,Retail,Chennai,2024-03-01,3516,2023-10-12,F&O,387466.00,Active
49,Retail,Chennai,2024-03-01,4100,2024-03-19,F&O,379446.69,Active
49,Retail,Chennai,2024-03-01,5605,2024-05-21,Equity,445639.36,Active
49,Retail,Chennai,2024-03-01,8185,2023-02-21,Currency,370755.63,Active
50,Retail,Mumbai,2023-10-20,1349,2024-02-26,Equity,376030.25,Active
50,Retail,Mumbai,2023-10-20,8856,2023-12-09,Equity,45977.30,Active
50,Retail,Mumbai,2023-10-20,8979,2024-12-12,Commodity,279021.05,Active
51,Institutional,Hyderabad,2024-01-06,2774,2023-12-22,Equity,288981.46,Inactive
51,Institutional,Hyderabad,2024-01-06,7476,2023-07-14,Equity,29238.83,Inactive
51,Institutional,Hyderabad,2024-01-06,9086,2024-02-25,Commodity,214362.79,Inactive
52,HNI,Mumbai,2023-01-19,4329,2023-07-17,F&O,436436.37,Active
52,HNI,Mumbai,2023-01-19,6573,2023-02-16,F&O,9828.89,Active
52,HNI,Mumbai,2023-01-19,7006,2024-02-03,F&O,459953.47,Active
52,HNI,Mumbai,2023-01-19,9697,2024-08-14,Equity,204078.54,Active
53,Institutional,Mumbai,2022-03-03,1800,2024-09-13,Equity,186442.18,Active
53,Institutional,Mumbai,2022-03-03,2005,2024-12-21,Equity,118399.45,Active
53,Institutional,Mumbai,2022-03-03,2216,2024-10-03,Equity,330113.95,Active
53,Institutional,Mumbai,2022-03-03,3191,2023-02-16,F&O,465154.19,Active
53,Institutional,Mumbai,2022-03-03,8715,2024-01-26,F&O,138924.43,Active
53,Institutional,Mumbai,2022-03-03,9694,2023-12-20,F&O,294340.35,Active
54,HNI,Delhi,2023-05-20,5801,2023-11-08,Equity,463405.12,Active
55,Retail,Hyderabad,2022-08-27,165,2024-05-24,Equity,403511.42,Active
55,Retail,Hyderabad,2022-08-27,264,2024-06-23,Currency,471248.30,Active
55,Retail,Hyderabad,2022-08-27,4430,2024-08-19,Currency,144632.31,Active
55,Retail,Hyderabad,2022-08-27,5281,2024-03-12,F&O,390980.05,Active
55,Retail,Hyderabad,2022-08-27,5407,2024-02-08,Commodity,208680.06,Active
55,Retail,Hyderabad,2022-08-27,6796,2024-08-26,Commodity,253817.97,Active
56,Institutional,Chennai,2022-07-14,1015,2024-07-11,Equity,265897.30,Active
56,Institutional,Chennai,2022-07-14,2223,2024-12-03,Equity,305781.35,Active
56,Institutional,Chennai,2022-07-14,2927,2024-01-05,F&O,360921.49,Active
56,Institutional,Chennai,2022-07-14,4086,2023-11-08,Currency,69567.53,Active
56,Institutional,Chennai,2022-07-14,9646,2024-04-13,Commodity,11909.91,Active
57,Retail,Delhi,2023-11-09,1663,2023-04-02,F&O,493789.36,Active
57,Retail,Delhi,2023-11-09,2738,2024-04-03,Currency,200917.89,Active
57,Retail,Delhi,2023-11-09,3528,2024-01-25,F&O,411171.18,Active
57,Retail,Delhi,2023-11-09,4121,2024-06-12,Currency,224325.69,Active
57,Retail,Delhi,2023-11-09,6142,2024-07-17,Equity,467012.37,Active
57,Retail,Delhi,2023-11-09,6488,2023-04-06,Equity,496829.84,Active
57,Retail,Delhi,2023-11-09,7486,2024-10-22,Equity,425394.60,Active
57,Retail,Delhi,2023-11-09,8122,2024-05-16,Equity,213604.15,Active
58,Retail,Mumbai,2022-03-02,1220,2024-06-08,Currency,197844.24,Active
58,Retail,Mumbai,2022-03-02,2039,2023-09-09,Equity,382493.76,Active
58,Retail,Mumbai,2022-03-02,7040,2023-12-27,Commodity,140829.86,Active
59,Retail,Pune,2024-09-16,71,2023-10-10,Commodity,150964.25,Active
59,Retail,Pune,2024-09-16,1835,2024-03-04,F&O,175228.55,Active
59,Retail,Pune,2024-09-16,5921,2024-08-26,Equity,283461.02,Active
59,Retail,Pune,2024-09-16,5940,2023-11-10,Equity,21921.83,Active
59,Retail,Pune,2024-09-16,9342,2024-05-05,F&O,214427.35,Active
60,Retail,Mumbai,2023-11-16,1646,2024-08-19,F&O,456867.72,Inactive
60,Retail,Mumbai,2023-11-16,3046,2023-01-15,Equity,6675.31,Inactive
60,Retail,Mumbai,2023-11-16,3981,2024-12-01,Equity,81892.57,Inactive
60,Retail,Mumbai,2023-11-16,4063,2023-01-25,F&O,357209.88,Inactive
60,Retail,Mumbai,2023-11-16,6691,2023-09-11,F&O,14118.63,Inactive
60,Retail,Mumbai,2023-11-16,6869,2024-08-04,Commodity,413243.19,Inactive
61,Retail,Mumbai,2022-06-05,3494,2024-08-02,Commodity,166979.64,Active
61,Retail,Mumbai,2022-06-05,4160,2024-11-27,Currency,185980.39,Active
61,Retail,Mumbai,2022-06-05,5450,2023-09-05,Equity,408450.02,Active
61,Retail,Mumbai,2022-06-05,5528,2024-03-17,Currency,353757.64,Active
61,Retail,Mumbai,2022-06-05,7441,2023-01-16,Equity,68672.69,Active
62,Retail,Hyderabad,2024-07-11,148,2023-06-24,Equity,193647.90,Active
62,Retail,Hyderabad,2024-07-11,1143,2024-06-18,Equity,415936.61,Active
62,Retail,Hyderabad,2024-07-11,1193,2023-05-09,Equity,2245.23,Active
62,Retail,Hyderabad,2024-07-11,2321,2024-12-26,Equity,408467.04,Active
62,Retail,Hyderabad,2024-07-11,5562,2023-03-16,F&O,488736.76,Active
62,Retail,Hyderabad,2024-07-11,7667,2023-04-01,Equity,196988.73,Active
62,Retail,Hyderabad,2024-07-11,8650,2023-05-30,F&O,360499.72,Active
62,Retail,Hyderabad,2024-07-11,9815,2024-04-14,Equity,408299.85,Active
63,HNI,Hyderabad,2024-05-17,1989,2023-09-06,Equity,423614.79,Active
63,HNI,Hyderabad,2024-05-17,3438,2024-11-29,Commodity,465572.90,Active
63,HNI,Hyderabad,2024-05-17,4223,2023-09-22,F&O,330747.97,Active
63,HNI,Hyderabad,2024-05-17,6620,2024-02-05,F&O,427550.77,Active
63,HNI,Hyderabad,2024-05-17,9006,2024-12-24,Equity,185583.21,Active
63,HNI,Hyderabad,2024-05-17,9179,2024-06-07,Equity,214985.18,Active
64,Retail,Delhi,2024-06-21,715,2023-02-07,F&O,409300.78,Active
64,Retail,Delhi,2024-06-21,1460,2024-01-20,Equity,179008.93,Active
64,Retail,Delhi,2024-06-21,3464,2023-10-08,Currency,336774.01,Active
64,Retail,Delhi,2024-06-21,5220,2023-05-21,Equity,107542.17,Active
64,Retail,Delhi,2024-06-21,8678,2023-07-14,Equity,10629.89,Active
65,Retail,Chennai,2024-09-25,2193,2024-02-20,F&O,441328.18,Active
65,Retail,Chennai,2024-09-25,7769,2023-08-24,F&O,494450.68,Active
65,Retail,Chennai,2024-09-25,8565,2024-02-10,Currency,300503.22,Active
65,Retail,Chennai,2024-09-25,9771,2023-04-16,F&O,462203.61,Active
65,Retail,Chennai,2024-09-25,9859,2023-05-12,Commodity,155202.78,Active
66,Retail,Delhi,2024-09-01,543,2024-05-30,Commodity,484759.82,Inactive
66,Retail,Delhi,2024-09-01,730,2024-10-19,F&O,353777.12,Inactive
66,Retail,Delhi,2024-09-01,1049,2023-03-25,F&O,437600.05,Inactive
66,Retail,Delhi,2024-09-01,5701,2024-12-17,Equity,420633.31,Inactive
66,Retail,Delhi,2024-09-01,8682,2024-09-09,Currency,52685.70,Inactive
67,Retail,Bangalore,2023-01-23,910,2024-05-28,Equity,151782.91,Inactive
67,Retail,Bangalore,2023-01-23,1907,2023-11-09,F&O,370214.45,Inactive
67,Retail,Bangalore,2023-01-23,4471,2024-12-02,Currency,298755.28,Inactive
67,Retail,Bangalore,2023-01-23,4752,2024-01-06,Equity,371106.99,Inactive
67,Retail,Bangalore,2023-01-23,8024,2023-08-15,Equity,64432.37,Inactive
67,Retail,Bangalore,2023-01-23,8199,2024-03-10,Equity,399121.78,Inactive
68,HNI,Mumbai,2024-06-05,425,2024-01-15,Equity,267317.05,Active
68,HNI,Mumbai,2024-06-05,1039,2023-09-06,Currency,279191.88,Active
68,HNI,Mumbai,2024-06-05,6450,2023-11-04,Equity,284381.22,Active
68,HNI,Mumbai,2024-06-05,7696,2023-04-23,Equity,202479.78,Active
69,Retail,Pune,2024-04-17,193,2023-02-26,Equity,243504.91,Active
69,Retail,Pune,2024-04-17,1517,2023-02-26,Currency,330880.80,Active
69,Retail,Pune,2024-04-17,1593,2024-11-29,Equity,223428.56,Active
69,Retail,Pune,2024-04-17,4089,2024-07-06,Equity,450930.04,Active
69,Retail,Pune,2024-04-17,4811,2023-10-14,Equity,415586.74,Active
69,Retail,Pune,2024-04-17,6484,2024-05-06,Equity,74479.98,Active
69,Retail,Pune,2024-04-17,7972,2023-09-29,Equity,177338.69,Active
69,Retail,Pune,2024-04-17,8020,2023-04-01,Commodity,417919.57,Active
70,Institutional,Mumbai,2022-12-06,1364,2023-06-05,Equity,176305.65,Inactive
70,Institutional,Mumbai,2022-12-06,4032,2023-04-18,Equity,385397.72,Inactive
70,Institutional,Mumbai,2022-12-06,5075,2023-09-13,F&O,211028.36,Inactive
